SchoolName,Street,City,State,Zip,Address,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZip,Phone,Email,Website,Administrator,latitude,longitude
Calvary Christian School,423 North 23rd Street,Wilmington,NC,28405,"423 North 23rd Street Wilmington, NC 28405",423 North 23rd Street,WILMINGTON,NC,28405,(910) 343-1565,school@calvarybaptistwilmington.org,www.calvarychristianwilmington.com,Mr. Donnie  Lovette,34.24477573,-77.92013734
Calvary Christian School,536 S. Main St.,King,NC,27021,"536 S. Main St. King, NC 27021",536 S. Main St,King,NC,27021,(336) 983-3743,officeadmin@ccsking.org,ccsking.org,Mr. Bradley  Nagel,36.26860292,-80.36097643
Calvary Day School,134 South Peace Haven Road,Winston-Salem,NC,27104,"134 South Peace Haven Road Winston-Salem, NC 27104",134 South Peace Haven Rd.,Winston-Salem,NC,27104,(336) 765-5546,rhardee@calvaryday.school,www.calvaryday.school,Mr. Richard  Hardee,36.08078284,-80.35244499
Camelot Academy,809 West Proctor Street,Durham,NC,27707,"809 West Proctor Street Durham, NC 27707",809 West Proctor Street,Durham,NC,27707,(919) 688-3040,camelot@camelotacademy.org,www.camelotacademy.org,Thelma  DeCarlo-Glynn,35.99034631,-78.912069
Cannon School,5801 Poplar Tent Road,Concord,NC,28027,"5801 Poplar Tent Road Concord, NC 28027",5801 Poplar Tent Road,Concord,NC,28027,(704) 786-8171,shopes@cannonschool.org,www.cannonschool.org,Mr. Matthew  Gossage,35.40841316,-80.67361905
Canongate Catholic High School,109 Crescent Hill Rd.,Arden,NC,28704,"109 Crescent Hill Rd. Arden, NC 28704",109 Crescent Hill Rd.,Arden,NC,28704,(828) 712-8924,eallen@canongatecatholic.org,www.canongatecatholic.org,Mr. Erick  Allen,35.45096173,-82.51258102
Canterbury School,5400 Old Lake Jeanette Road,Greensboro,NC,27455,"5400 Old Lake Jeanette Road Greensboro, NC 27455",5400 Old Lake Jeanette Road,Greensboro,NC,27455,(336) 288-2007,stuarth@canterburygso.org,www.canterburygso.org,Harrison  Stuart,36.14339684,-79.79335776
Canyon Hills Treatment Facility Academy,769 Aberdeen Road,Raeford,NC,28376,"769 Aberdeen Road Raeford, NC 28376",769 Aberdeen Road,Raeford,NC,28376,(910) 878-1502,chtfeducation@canyonhillstreatmentfacility.co,canyonhillstreatmentfacility.com,Ms. Stephanie  McFayden,34.98946838,-79.2564391
Cape Fear Academy,3900 S. College Road,Wilmington,NC,28412,"3900 S. College Road Wilmington, NC 28412",3900 S College Road,Wilmington,NC,28412,(910) 791-0287,ed.ellison@capefearacademy.org,www.capefearacademy.org,Edward  Ellison,34.17012098,-77.89156832
Cape Fear Christian Academy,138 Erwin Chapel Road,Erwin,NC,28339,"138 Erwin Chapel Road Erwin, NC 28339",138 Erwin Chapel Road,Erwin,NC,28339,(910) 897-5423,apope@cfcaeagles.com,www.capefearchristianacademy.org,Johnna  Skatell,35.35867652,-78.69732402
Captain Gilmer Christian School,257 Doelger Drive,Fletcher,NC,28732,"257 Doelger Drive Fletcher, NC 28732",257 Doelger Drive,Fletcher,NC,28732,(828) 684-8221,swilson@fletcheracademy.org,www.captaingilmer.org,Ms. Sarah  Wilson,35.39730393,-82.48961614
Cardinal Gibbons High School,1401 Edwards Mill Road,Raleigh,NC,27607,"1401 Edwards Mill Road Raleigh, NC 27607",1401 Edwards Mill Rd,Raleigh,NC,27607,(919) 834-1625,JenniferHammersley@cghsnc.org,www.cghsnc.org,Mr. Jeff  Bell,35.80266574,-78.72679445
Carmel Christian School,1145 Pineville-Matthews Road,Matthews,NC,28105,"1145 Pineville-Matthews Road Matthews, NC 28105",1145 Pineville-Matthews Road,Matthews,NC,28105,(704) 849-9723,scottd@carmelchristian.org,www.carmelchristian.org,Dr. Jay  Hancock,35.11391464,-80.75468239
Carolina Adventist Academy,3710 James B. White Highway S.,Whiteville,NC,28472,"3710 James B. White Highway S. Whiteville, NC 28472",3710 James B. White Highway S.,Whiteville,NC,28472,(910) 640-0855,principalcooper@edcaa.net,whitevillenc.adventistschoolconnect.org,Mrs. Khandi  Cooper,34.29258785,-78.73184248
Carolina Baptist Academy,116 S. Franklin St.,Reidsville,NC,27320,"116 S. Franklin St. Reidsville, NC 27320",116 South Franklin Street  Reidsville 27320,Reidsville,NC,27323,(336) 634-1345,coachxtreme21@yahoo.com,NA,Aaron  Shelton,36.3610812,-79.66951154
Carolina Christian Academy,367 Academy Drive,Thomasville,NC,27360,"367 Academy Drive Thomasville, NC 27360",367 Academy Drive,Thomasville,NC,27360,(336) 472-8950,administrator@cca-nc.com,www.cca-nc.com,Christina  Black,35.81768949,-80.12056707
Carolina Christian Academy,259 Tusquittee St.,Hayesville  NC 28904,NC,28904,"259 Tusquittee St. Hayesville  NC 28904, NC 28904",259 Tusquittee St.  Hayesville,Hayesville,NC,28904,(828) 389-4777,d.intemann@ccachargers.com,www.carolinachristianchargers.com,Mrs. Crystal  Rumfelt,35.05070558,-83.81826004
Carolina Christian Academy,712 Wellington Ave,Wilmington,NC,28401,"712 Wellington Ave Wilmington, NC 28401",712 Wellington Ave,Wilmington,NC,28401,(910) 763-3762,ashley@ccailm.com,carolinachristian.academy.com,Bethany  Siddons,34.19485575,-77.93273952
Carolina Christian Bible College,319 S. Oak St,Statesville,NC,28677,"319 S. Oak St Statesville, NC 28677",NA,NA,NA,NA,(704) 498-7615,ccbcollege2007@gmail.com,NA,Dr. Charles  Rice,35.77933981,-80.89701546
Carolina Christian School,406 Renee Ford Road,Locust,NC,28097,"406 Renee Ford Road Locust, NC 28097",406 Renee Ford Road,Locust,NC,28097,(704) 888-4332,agrey@carolinachristianschool.com,www.carolinachristianschool.com,Alexander  Grey,35.25408046,-80.4379222
Carolina Day School,1345 Hendersonville Rd,Asheville,NC,28803,"1345 Hendersonville Rd Asheville, NC 28803",1345 Hendersonville Rd,Asheville,NC,28803,(828) 274-0757,headofschool@carolinaday.org,www.carolinaday.org,Mr. Stephanie  Whitney,35.52176829,-82.52935812
Carolina Dunes Academy,2050 Mercantile Dr.,Leland,NC,28451,"2050 Mercantile Dr. Leland, NC 28451",NA,NA,NA,NA,(910) 371-2500,david.harmon@carolinadunesbh.com,NA,Mr. David  Harmon,34.26148539,-78.06458366
Carolina Friends School,4809 Friends School Road,Durham,NC,27707,"4809 Friends School Road Durham, NC 27707",4809 Friends School Road.,Durham,NC,27705,(919) 383-6602,kcumberbatch@cfsnc.org,www.cfsnc.org,Ms. Karen  Cumberbatch,36.00993104,-79.02231536
Carr Preparatory Academy,7110 Fayetteville Rd,Raeford,NC,28376,"7110 Fayetteville Rd Raeford, NC 28376",7110 Fayetteville Rd,Raeford,NC,28376,(910) 479-1167,patricecarrcarrprep@gmail.com,carrprep.com,Patrice Kasia Carr,35.02709325,-79.14196355
Cary Academy,1500 N. Harrison Avenue,Cary,NC,27513,"1500 N. Harrison Avenue Cary, NC 27513",1500 N. Harrison Ave.,Cary,NC,27513,(919) 228-4500,mike_ehrhardt@caryacademy.org,www.caryacademy.org,Dr. Michael  Ehrhardt,35.81931328,-78.7714117
Cathedral School,204 Hillsborough Street,Raleigh,NC,27603,"204 Hillsborough Street Raleigh, NC 27603",204 Hillsborough Street,Raleigh,NC,27603,(919) 832-4711,lane@cathedral-school.net,www.cathedral-school.net,Dr. Danielle  Gucwa,35.7805348,-78.64183889
Cedar Fork Mennonite School,1362 Fountaintown Road,Beulaville,NC,28518,"1362 Fountaintown Road Beulaville, NC 28518",1353 Cedar Fork Road,NA,NA,28451,(910) 340-0878,sbmartin@lgbg.org,NA,Mr. Simon D. Martin,34.857546,-77.68221169
Central Christian Academy,1810 Moose Rd.,Kannapolis,NC,28083,"1810 Moose Rd. Kannapolis, NC 28083",1810 Moose Rd,Kannapolis,NC,28083,(704) 934-2050,cca@cbckannapolis.com,https://cbckannapolis.com/cca,Angela  Guiton,35.50871584,-80.59524184
Central Christian Academy,11109 Poole Road,Wendell,NC,27591,"11109 Poole Road Wendell, NC 27591",11109 Poole Road,Wendell,NC,27591,(919) 365-7714,erose@centralwendell.org,ccawendell.org,Evette Little Orcutt,35.76649403,-78.40955173
Chabad Torah Academy,4109 Grace Park Drive,Morrisville,NC,27560,"4109 Grace Park Drive Morrisville, NC 27560",4109 Grace Park Drive,Morrisville,NC,27560,(919) 651-9710,info@chedernc.com,https://chabadofcary.org/TorahAcademy,Yosef  Plotkin,35.82111857,-78.84688506
Challenge Christian Academy,322 Floyd Berrier Dr,Kernersville,NC,27284,"322 Floyd Berrier Dr Kernersville, NC 27284",322 Floyd Berrier Dr,Kernersville,NC,27284,(336) 207-6943,ccaonlineacademy@gmail.com,NA,Imilsy  Rodriguez,36.11930904,-80.05173452
Champion Christian Academy,703 Margrace Road,Kings Mountain,NC,28086,"703 Margrace Road Kings Mountain, NC 28086",703 Margrace Rd,Kings Mountain,NC,28086,(704) 739-6711,mikericembc@yahoo.com,NA,Michael Blair Rice,35.2120799,-81.38356084
Charlotte Catholic High School,7702 Pineville-Matthews Road,Charlotte,NC,28226,"7702 Pineville-Matthews Road Charlotte, NC 28226",7702 Pineville-Matthews Road,Charlotte,NC,28226,(704) 543-1127,swhogg@charlottecatholic.com,www.charlottecatholic.org,Mr. W. Kurt Telford,35.08774388,-80.85056141
Charlotte Christian School,7301 Sardis Road,Charlotte,NC,28270,"7301 Sardis Road Charlotte, NC 28270",7301 Sardis Road,Charlotte,NC,28270,(704) 366-5657,barry.giller@charchrist.com,www.charlottechristian.com,Mr. Barry  Giller,35.14080329,-80.77060193
Charlotte Country Day School,1440 Carmel Road,Charlotte,NC,28226,"1440 Carmel Road Charlotte, NC 28226",1440 Carmel Rd.,Charlotte,NC,28226,(704) 943-4500,headsoffice@charlottecountryday.org,www.charlottecountryday.org,Mr. Marcel  Gauthier,35.1480357,-80.80195025
Charlotte Islamic Academy,5500 North Tryon St.,Charlotte,NC,28213,"5500 North Tryon St. Charlotte, NC 28213",NA,NA,NA,NA,(704) 900-0255,principal@ciacademy.us,www.ciacademy.us,Mr. Alla  Alshaikh,35.26128861,-80.77453404
Charlotte Latin School,9502 Providence Road,Charlotte,NC,28277,"9502 Providence Road Charlotte, NC 28277",9502 Providence Rd,Charlotte,NC,29277,(704) 846-1100,michelle.godfrey@charlottelatin.org,www.charlottelatin.org,Mr. Chuck  Baldecchi,35.0804386,-80.77232603
Charlotte Leadership Academy,2723 N. Graham Street,Charlotte,NC,28206,"2723 N. Graham Street Charlotte, NC 28206",2723 N. Graham Street,Charlotte,NC,28206,(704) 931-1196,charlotteleadership@gmail.com,www.gocla.org,Ms. Doan Clark  Ryan Saunders,35.25536243,-80.8240689
Charlotte Leadership Academy Shooting Stars,8400 Redstone View Drive,Charlotte,NC,28269,"8400 Redstone View Drive Charlotte, NC 28269",1337 Samuel Street,Charlotte,NC,28206,(980) 322-9377,CLAshootingstars@outlook.com,www.Clashootingstars.com,Shelby  Talton,35.35769654,-80.79754389
Charlotte Preparatory School,212 Boyce Road,Charlotte,NC,28211,"212 Boyce Road Charlotte, NC 28211",212 Boyce Road,Charlotte,NC,28211,(704) 366-5994,lgoldstein@charlotteprep.org,www.charlotteprep.org,Chris  Marblo,35.14766584,-80.77018883
Chesterbrook Acad. of Cary,130 Towne Village Drive,Cary,NC,27513,"130 Towne Village Drive Cary, NC 27513",130 Towne Village Drive,Cary,NC,27513,(919) 319-9622,Lydia.Soto@chesterbrookacademy.com,www.cary.chesterbrookacademy.com,Lydia  Soto,35.78289773,-78.83770657
Chesterbrook Acad. of Raleigh,10200 Strickland Road,Raleigh,NC,27615,"10200 Strickland Road Raleigh, NC 27615",10200 Strickland Road,Raleigh,NC,27615,(919) 847-3120,Erika.Moore@chesterbrookacademy.com,www.northraleigh.chesterbrookacademy.com,Erika  Moore,35.90238411,-78.66529589
Children's Discovery Center,5511 Avent Ferry Rd.,Raleigh,NC,27606,"5511 Avent Ferry Rd. Raleigh, NC 27606",5511 Avent Ferry Rd.,Raleigh,NC,27606,(919) 851-0630,justincaspar@hotmail.com,www.casparpark.com,Mr. Justin  Caspar,35.75565994,-78.71719317
Children's Schoolhouse,612 South College Road,Wilmington,NC,28403,"612 South College Road Wilmington, NC 28403",612 South College Road,612 South College Ro,NC,28403,(910) 799-1531,lhieronymus@aol.com,www.childrensschoolhouse.org,Mrs. Lucy  Hieronymus,34.22911934,-77.87820263
Chosen Generation Christ. Acad,4114 Crepe Myrtle Street,Morehead City,NC,28557,"4114 Crepe Myrtle Street Morehead City, NC 28557",5601 HWY,Morehead City,NC,28557,(252) 342-4499,bellamy73@twc.com,NA,Mrs. Louise  Bell,34.72574262,-76.77056628
Chowan Multi-Purpose Juvenile Sch,110 Substation Road,Edenton,NC,27932,"110 Substation Road Edenton, NC 27932",110 Substation Road,Edenton,NC,27932,(252) 482-0329,ChowanPM@MHFC.org,www.mhfr.org,Mrs. Nicole  Walker,36.09424697,-76.57376684
Christ Classical Academy,170 Honeycutt Dr.,Connelly Springs,NC,28612,"170 Honeycutt Dr. Connelly Springs, NC 28612",170 Honeycutt Dr.,Connelly Springs,NC,28612,(828) 719-4463,christclassicalacademy@gmail.com,https://www.cca4god.org,Mrs. Robin  Cannon,35.75352115,-81.52581333
Christ Classical Academy of Charlotte,10132- A Harrisburg Rd.,Charlotte,NC,28215,"10132- A Harrisburg Rd. Charlotte, NC 28215",10132 Harrisburg Rd.,Charlotte,NC,28215,(704) 549-4101,jballard@bccaschool.org,www.bccaschool.org,Mrs. Janet K. Ballard,35.24429616,-80.66107058
Christ Covenant School,746 Worthington Road,Winterville,NC,28590,"746 Worthington Road Winterville, NC 28590",746 Worthington Road,Winterville,NC,28590,(252) 756-3002,kcook@christcs.org,www.christcs.org,Mr. Josh  Cornett,35.52446353,-77.37860777
Christ School,500 Christ School Road,Arden,NC,28704,"500 Christ School Road Arden, NC 28704",500 Christ School Road,Arden,NC,28704,(828) 684-6232,sjenkins@christschool.org,www.christschool.org,Mr. Sean  Jenkins,35.46640028,-82.4899215
Christ the Cornerstone Academy,10401 McColl Road,Laurinburg,NC,28352,"10401 McColl Road Laurinburg, NC 28352",10401 McColl Road,Laurinburg,NC,28352,(910) 501-8090,ebaines.eb@gmail.com,www.christthecornerstone.org,Emily  Baines,34.72567417,-79.50674706
Christ the King Catholic High School,2011 Crusader Way,Huntersville,NC,28078,"2011 Crusader Way Huntersville, NC 28078",2011 Crusader Way,Huntersville,NC,28078,(704) 799-4400,CASemmler@ctkchs.org,www.ctkchs.org,Dr. Carl A. Semmler,35.44179956,-80.75966722
Christian Family Academy,4643 County Home Road,CONOVER,NC,28613,"4643 County Home Road CONOVER, NC 28613",1409 NC-16,Conover,NC,28613,(828) 468-5974,office@christianfamilyacademy.org,www.christianfamilyacademy.com,Mr. Larry C. Johnson,35.75628725,-81.24885684
Christian Life Academy,3209 Gresham Lake Rd. Ste. 136,Raleigh,NC,27615,"3209 Gresham Lake Rd. Ste. 136 Raleigh, NC 27615",3209 Gresham Lake Rd. Ste. 136,Raleigh,NC,27615,(919) 877-5770,tmasinde@cla-raleigh.com,www.cla-Raleigh.com,Mrs. Tiwanda  Masinde,35.8848433,-78.58234432
Christian Montessori School,14101 Stumptown Road,Huntersville,NC,28078,"14101 Stumptown Road Huntersville, NC 28078",14101 Stumptown Road,Huntersville,NC,28078,(704) 875-1801,admin@christianmontessorischool.org,www.christianmontessorischool.org,Nancy  Radkiewicz,35.42339908,-80.85589866
Clubhouse Academy,745 Cinema Court  Suite G,Kernersville,NC,27284,"745 Cinema Court  Suite G Kernersville, NC 27284",745 Cinema Court  Suite G,Kernersville,NC,27284,(336) 992-0881,clubhouseacademync@gmail.com,www.clubhouseacademy.net,Jill R Eversole,36.13008289,-80.06424153
Coast to Mountains Preparatory Academy,333 Chrismill Lane,Holly Springs,NC,27540,"333 Chrismill Lane Holly Springs, NC 27540",2080 E. Williams Street,HOLLY SPRINGS,NC,27540,(919) 802-0832,bfriend@ctmprep.com,https://cmprep.k12.com/,Bruce Brian Friend,35.66218048,-78.82453962
Coastline Christian Academy,104 Drummer Kellum Rd.,Jacksonville,NC,28546,"104 Drummer Kellum Rd. Jacksonville, NC 28546",2734 Commerce Rd.,NA,NA,NA,(910) 467-4758,Coastlinechristianacademy@gmail.com,NA,Mr. Christopher  Robbins,34.79226918,-77.37284348
Combine Academy,270 Car Farm Road,Lincolnton,NC,28092,"270 Car Farm Road Lincolnton, NC 28092",270 Car Farm Road,Lincolnton,NC,28092,(404) 401-4049,Mat@combineacademy.com,www.combineacademy.com,Mat  Williamson,35.52657526,-81.21676891
Commission Leadership Academy,249 Holden Road,Youngsville,NC,27596,"249 Holden Road Youngsville, NC 27596",249 Holden Rd,Youngsville,NC,27596,(984) 235-4243,admin@commissionleadershipacademy.com,www.commissionleadershipacademy.com,Ms. Jennifer  Peters,36.0231322,-78.48845552
Community Baptist School,509 Triangle Road,Reidsville,NC,27320,"509 Triangle Road Reidsville, NC 27320",509 Triangle Road,Reidsville,NC,27320,(336) 342-5991,scommunitybapti@triad.rr.com,www.communitybaptistschools.net,Dr. Sharon  Wilbur,36.31836295,-79.67385437
Community Christian Academy,616 Athenia Place,Bessemer City,NC,28016,"616 Athenia Place Bessemer City, NC 28016",616 Athenia Place,Bessemer City,NC,28016,(704) 629-2391,pastordavidross@gmail.com,NA,Ms. David  Ross,35.27933054,-81.27142902
Community Christian School,5160 Packhouse Road N.W.,Wilson,NC,27896,"5160 Packhouse Road N.W. Wilson, NC 27896",5160 Packhouse Road N.W.,Wilson,NC,27896,(252) 399-1376,lesleypierce@ccscyclones.com,www.ccscyclones.com,Dr. Steve  Wall,35.78169497,-77.97384741
Compulit,943 W Sugar Creek Road,Charlotte,NC,28213,"943 W Sugar Creek Road Charlotte, NC 28213",Sugar Creek Recreation Center  943 W Sugar Creek Road,Charlotte,NC,28213,(704) 258-2053,compulit721@gmail.com,NA,Stephanie  Walker,35.27306558,-80.79372161
Concord Academy,154 Warren C. Coleman Blvd. N,Concord,NC,28027,"154 Warren C. Coleman Blvd. N Concord, NC 28027",154 Warren C. Coleman Blvd. & 638 Lyric Ave.,Concord,NC,28027,(704) 793-4750,frank@concord.academy,www.concord.academy,Mr. Frank  Cantadore,35.39774108,-80.60730023
Concordia Christian Day Sch.,215 5th Avenue SE,Conover,NC,28613,"215 5th Avenue SE Conover, NC 28613",215 5th Avenue SE,Conover,NC,28613,(828) 464-3011,ccds@concordianc.org,www.concordianc.org,David  Beringer,35.70319382,-81.21610661
Cornerstone Adventist Academy,11431 University City Boulevard,Charlotte,NC,28213,"11431 University City Boulevard Charlotte, NC 28213",11431 University City Boulevard,Charlotte,NC,28213,(704) 549-8007,seberhart@carolinasda.org,https://www.cornerstoneadventistacademy.org/,Sonja  Eberhart,35.31524484,-80.69275253
Cornerstone Christian Academy,3000 Scotty Hill Road,Fayetteville,NC,28303,"3000 Scotty Hill Road Fayetteville, NC 28303",3000 Scotty Hill Road,Fayetteville,NC,28303,(910) 867-1166,principal@ccafay.org,www.ccafay.org,Mr. Joseph  Ollis,35.08172379,-78.92647653
Cornerstone Christian Academy,650 Glover Street,Statesville,NC,28625,"650 Glover Street Statesville, NC 28625",650 Glover Street,statesville,NC,28625,(704) 873-0032,reneegriffith@hotmail.com,www.welovecornerstone.com,Mrs. Renee  Griffith,35.78188626,-80.8553267
Cornerstone Christian Academy,231 Third Avenue NE,Hickory,NC,28601,"231 Third Avenue NE Hickory, NC 28601",231 Third Avenue NE,Hickory,NC,28601,(828) 781-2227,cca.hickory@gmail.com,www.cornerstonecounselingnc.org,Deborah  Hedrick,35.73558551,-81.33478964
COSM Academy,147 Sawyer Cove Rd,Hayesville,NC,28904,"147 Sawyer Cove Rd Hayesville, NC 28904",NA,NA,NC,NA,(818) 383-4213,hello@cosm.academy,NA,Emilee  Saldaya,35.06306744,-83.80090657
Covenant Christian Academy,6003 Brightleaf Road,Goldsboro,NC,27530,"6003 Brightleaf Road Goldsboro, NC 27530",300 S Madison Avenue,Goldsboro,NC,27530,(919) 252-3252,ccawaynecounty@gmail.com,NA,Alyssa  Harris,35.33968435,-78.0612574
Covenant Christian Academy,2706 Secrest Short Cut Rd.,Monroe,NC,28110,"2706 Secrest Short Cut Rd. Monroe, NC 28110",2706 Secrest Short Cut Rd.,Monroe,NC,28110,(704) 774-1062,ccamonroe@yahoo.com,http://covenant-christian-academy.covenantbcmonroe,Amanda  Funderburk,35.01567284,-80.55742445
Covenant Classical Academy,105 Margaret Drive,Elizabeth City,NC,27909,"105 Margaret Drive Elizabeth City, NC 27909",801 Riverside Ave,Elizabeth City,NC,27909,(276) 525-0724,covenantacademyec@gmail.com,https://www.covenantclassicalacademy.com,Caasi  Suaava,36.22207004,-76.12274408
Covenant Classical School,3200 Patrick Henry Drive,Concord,NC,28027,"3200 Patrick Henry Drive Concord, NC 28027",3200 Patrick Henry Drive,Concord,NC,28027,(704) 792-1854,drussell@covenantclassical.org,www.covenantclassical.org,Dawn  Russell,35.43454826,-80.63383139
Covenant Day School,800 Fullwood Lane,Matthews,NC,28105,"800 Fullwood Lane Matthews, NC 28105",800 Fullwood Lane,Matthews,NC,28105,(704) 847-2385,jharding@covenantday.org,www.covenantday.org,Mark  Helmer,35.11597828,-80.73235277
Covenant Preparatory School,650 Pee Dee Road,Southern Pines,NC,28387,"650 Pee Dee Road Southern Pines, NC 28387",650 Pee Dee Road,Southern Pines,NC,28327,(910) 709-9149,covenantprepadmissions@gmail.com,www.covenantprepnc.com,Brittany  Portnoy,35.2066247,-79.39260565
CPath Academy,310 Kerr St NE,Concord,NC,28025,"310 Kerr St NE Concord, NC 28025",310 Kerr St NE,Concord,NC,28025,(210) 251-6880,childpathorgan@gmail.com,NA,Ivel  Turkson,35.41324815,-80.59691838
